Household_Income,ID_Year,geoid,latitude,longitude
20438.0,2018.0,42101017800,+39.9913734,-075.1173063
34514.0,2018.0,42101017900,+39.9870535,-075.1139340
61027.0,2018.0,42101018001,+39.9810569,-075.1128000
37146.0,2018.0,42101018002,+39.9836344,-075.1067096
69526.0,2018.0,42101018300,+39.9956035,-075.0746225
54000.0,2018.0,42101018400,+39.9996644,-075.0637363
25919.0,2018.0,42101018800,+39.9973659,-075.1058296
35213.0,2018.0,42101019000,+40.0095015,-075.0986136
38750.0,2018.0,42101019100,+40.0095510,-075.1071820
27500.0,2018.0,42101019200,+40.0006393,-075.1150648
15892.0,2018.0,42101019501,+40.0004303,-075.1316227
23114.0,2018.0,42101019502,+40.0034030,-075.1300445
19111.0,2018.0,42101019700,+40.0162799,-075.1379372
25434.0,2018.0,42101019800,+40.0107245,-075.1421472
18005.0,2018.0,42101019900,+40.0048515,-075.1435463
22568.0,2018.0,42101020000,+40.0025289,-075.1508995
15891.0,2018.0,42101020101,+40.0036824,-075.1553072
39971.0,2018.0,42101020102,+40.0111415,-075.1545676
18439.0,2018.0,42101020200,+40.0081282,-075.1621609
24612.0,2018.0,42101020300,+40.0125820,-075.1495922
25875.0,2018.0,42101020400,+40.0198216,-075.1525117
17929.0,2018.0,42101020500,+40.0158738,-075.1643607
47292.0,2018.0,42101020600,+40.0198000,-075.1827740
81653.0,2018.0,42101020700,+40.0126929,-075.1944867
53409.0,2018.0,42101020800,+40.0213151,-075.1936140
67177.0,2018.0,42101020900,+40.0186576,-075.2089795
71667.0,2018.0,42101021000,+40.0244730,-075.2151045
64479.0,2018.0,42101021100,+40.0264564,-075.2065293
66058.0,2018.0,42101021200,+40.0348390,-075.2125337
67017.0,2018.0,42101021300,+40.0322339,-075.2181175
74677.0,2018.0,42101021400,+40.0279290,-075.2240827
74087.0,2018.0,42101021500,+40.0350417,-075.2288249
80688.0,2018.0,42101021600,+40.0436758,-075.2403985
82841.0,2018.0,42101021700,+40.0450277,-075.2239451
57135.0,2018.0,42101021800,+40.0574759,-075.2324353
71705.0,2018.0,42101021900,+40.0505829,-075.2470033
107396.0,2018.0,42101022000,+40.0562177,-075.2520092
136058.0,2018.0,42101023100,+40.0666637,-075.2038514
93646.0,2018.0,42101023500,+40.0394435,-075.2007925
88807.0,2018.0,42101023600,+40.0427145,-075.1946940
62117.0,2018.0,42101023700,+40.0487394,-075.1886069
68370.0,2018.0,42101023800,+40.0389370,-075.1827038
25598.0,2018.0,42101023900,+40.0339713,-075.1875115
43146.0,2018.0,42101024000,+40.0280807,-075.1794623
14620.0,2018.0,42101024100,+40.0332734,-075.1759175
28961.0,2018.0,42101024200,+40.0285110,-075.1697086
36118.0,2018.0,42101024300,+40.0215855,-075.1710376
30284.0,2018.0,42101024400,+40.0248284,-075.1638925
17252.0,2018.0,42101024500,+40.0333286,-075.1620463
17267.0,2018.0,42101024600,+40.0409623,-075.1729016
25721.0,2018.0,42101024700,+40.0417034,-075.1645311
46250.0,2018.0,42101024800,+40.0468442,-075.1668818
24741.0,2018.0,42101024900,+40.0511009,-075.1601167
37753.0,2018.0,42101025200,+40.0468352,-075.1771588
40719.0,2018.0,42101025300,+40.0542198,-075.1822200
56289.0,2018.0,42101025400,+40.0604202,-075.1760718
63721.0,2018.0,42101025500,+40.0625796,-075.1840640
96488.0,2018.0,42101025600,+40.0683411,-075.1883025
62386.0,2018.0,42101025700,+40.0724586,-075.1962708
58828.0,2018.0,42101025800,+40.0739801,-075.1823113
45000.0,2018.0,42101025900,+40.0799255,-075.1759762
48347.0,2018.0,42101026000,+40.0761235,-075.1694560
35869.0,2018.0,42101026100,+40.0704645,-075.1755189
53299.0,2018.0,42101026200,+40.0664940,-075.1692176
38315.0,2018.0,42101026301,+40.0728148,-075.1637161
44505.0,2018.0,42101026302,+40.0687425,-075.1571945
53342.0,2018.0,42101026400,+40.0625462,-075.1620066
44179.0,2018.0,42101026500,+40.0587255,-075.1546921
44406.0,2018.0,42101026600,+40.0634828,-075.1473266
33978.0,2018.0,42101026700,+40.0547569,-075.1479247
38026.0,2018.0,42101026800,+40.0555270,-075.1399312
54722.0,2018.0,42101026900,+40.0556007,-075.1324048
57411.0,2018.0,42101027000,+40.0493231,-075.1331512
48137.0,2018.0,42101027100,+40.0484793,-075.1263611
51676.0,2018.0,42101027200,+40.0472339,-075.1180889
39296.0,2018.0,42101027300,+40.0377547,-075.1189432
37611.0,2018.0,42101027401,+40.0386049,-075.1286496
39306.0,2018.0,42101027402,+40.0390702,-075.1251352
47964.0,2018.0,42101027500,+40.0400497,-075.1322707
31552.0,2018.0,42101027600,+40.0429404,-075.1392771
28038.0,2018.0,42101027700,+40.0505444,-075.1512267
33858.0,2018.0,42101027800,+40.0425278,-075.1471626
46486.0,2018.0,42101027901,+40.0458879,-075.1544482
28892.0,2018.0,42101027902,+40.0374381,-075.1543087
21604.0,2018.0,42101028000,+40.0261190,-075.1546481
37422.0,2018.0,42101028100,+40.0304473,-075.1491299
29413.0,2018.0,42101028200,+40.0348704,-075.1403327
30328.0,2018.0,42101028300,+40.0260505,-075.1438525
27431.0,2018.0,42101028400,+40.0251577,-075.1381287
30202.0,2018.0,42101028500,+40.0287154,-075.1337359
28114.0,2018.0,42101028600,+40.0285757,-075.1276448
27672.0,2018.0,42101028700,+40.0218194,-075.1314402
30205.0,2018.0,42101028800,+40.0222841,-075.1240562
38920.0,2018.0,42101028901,+40.0171008,-075.1151820
30634.0,2018.0,42101028902,+40.0216105,-075.1116877
39978.0,2018.0,42101029000,+40.0296096,-075.1166058
25905.0,2018.0,42101029100,+40.0361323,-075.1074594
49272.0,2018.0,42101029200,+40.0249561,-075.1021580
29535.0,2018.0,42101029300,+40.0137540,-075.0917655
19952.0,2018.0,42101029400,+40.0094789,-075.0854721
27733.0,2018.0,42101029800,+40.0159529,-075.0678013
21652.0,2018.0,42101029900,+40.0131465,-075.0747146
28968.0,2018.0,42101030000,+40.0186719,-075.0780880
29556.0,2018.0,42101030100,+40.0204947,-075.0885046
63305.0,2018.0,42101030200,+40.0259863,-075.0823128
35047.0,2018.0,42101030501,+40.0428163,-075.0994351
44979.0,2018.0,42101030502,+40.0457206,-075.1046619
49795.0,2018.0,42101030600,+40.0504922,-075.0943787
45739.0,2018.0,42101030700,+40.0573133,-075.0885390
55068.0,2018.0,42101030800,+40.0547831,-075.0819056
46429.0,2018.0,42101030900,+40.0437632,-075.0851914
42773.0,2018.0,42101031000,+40.0497292,-075.0744541
33858.0,2018.0,42101031101,+40.0422496,-075.0785449
42845.0,2018.0,42101031102,+40.0370850,-075.0833729
42566.0,2018.0,42101031200,+40.0354204,-075.0774550
41118.0,2018.0,42101031300,+40.0393190,-075.0698140
36201.0,2018.0,42101031401,+40.0457134,-075.0665728
37639.0,2018.0,42101031402,+40.0432797,-075.0602860
50714.0,2018.0,42101031501,+40.0365919,-075.0481642
43190.0,2018.0,42101031502,+40.0392658,-075.0548693
50931.0,2018.0,42101031600,+40.0326126,-075.0590717
49284.0,2018.0,42101031700,+40.0306050,-075.0683989
42500.0,2018.0,42101031800,+40.0311021,-075.0769892
44500.0,2018.0,42101031900,+40.0230600,-075.0648988
49964.0,2018.0,42101032000,+40.0271751,-075.0548674
38962.0,2018.0,42101032100,+40.0170175,-075.0589752
42000.0,2018.0,42101032300,+40.0210898,-075.0515270
44909.0,2018.0,42101032500,+40.0263918,-075.0452561
50321.0,2018.0,42101032600,+40.0302773,-075.0396263
34167.0,2018.0,42101032900,+40.0379010,-075.0249713
40250.0,2018.0,42101033000,+40.0335974,-075.0338492
59314.0,2018.0,42101033101,+40.0403093,-075.0379505
44309.0,2018.0,42101033102,+40.0451050,-075.0272869
66098.0,2018.0,42101033200,+40.0439411,-075.0448281
43538.0,2018.0,42101033300,+40.0550147,-075.0440558
53539.0,2018.0,42101033400,+40.0535052,-075.0529610
49000.0,2018.0,42101033500,+40.0546014,-075.0648677
45990.0,2018.0,42101033600,+40.0614785,-075.0592350
39289.0,2018.0,42101033701,+40.0672105,-075.0482983
56108.0,2018.0,42101033702,+40.0707532,-075.0578212
46534.0,2018.0,42101033800,+40.0626481,-075.0736440
49801.0,2018.0,42101033900,+40.0685560,-075.0873418
68935.0,2018.0,42101034000,+40.0711759,-075.0735007
68886.0,2018.0,42101034100,+40.0763415,-075.0806938
53958.0,2018.0,42101034200,+40.0825947,-075.0721585
77750.0,2018.0,42101034400,+40.0943325,-075.0564419
27116.0,2018.0,42101034501,+40.0749091,-075.0392089
45662.0,2018.0,42101034502,+40.0814446,-075.0383811
38466.0,2018.0,42101034600,+40.0708314,-075.0207264
51422.0,2018.0,42101034701,+40.0645576,-075.0329783
75994.0,2018.0,42101034702,+40.0570427,-075.0283288
53429.0,2018.0,42101034801,+40.0545325,-075.0163104
42313.0,2018.0,42101034802,+40.0687035,-075.0097300
68276.0,2018.0,42101034803,+40.0619427,-075.0023705
50713.0,2018.0,42101034900,+40.0453848,-075.0090768
53309.0,2018.0,42101035100,+40.0488411,-074.9859716
70472.0,2018.0,42101035200,+40.0559122,-074.9907443
76365.0,2018.0,42101035301,+40.0659313,-074.9934646
53518.0,2018.0,42101035302,+40.0730774,-074.9968713
49057.0,2018.0,42101035500,+40.0911285,-075.0293244
51212.0,2018.0,42101035601,+40.0973908,-075.0388184
79167.0,2018.0,42101035602,+40.1079419,-075.0480601
34130.0,2018.0,42101035701,+40.1095846,-075.0286811
37481.0,2018.0,42101035702,+40.1130914,-075.0374316
62165.0,2018.0,42101035800,+40.1213169,-075.0257898
61520.0,2018.0,42101035900,+40.1103418,-075.0151645
63125.0,2018.0,42101036000,+40.1042670,-075.0108187
58006.0,2018.0,42101036100,+40.0987766,-074.9907481
69097.0,2018.0,42101036201,+40.0820300,-074.9868079
56300.0,2018.0,42101036202,+40.0838623,-074.9781805
76616.0,2018.0,42101036203,+40.0760921,-074.9742967
66792.0,2018.0,42101036301,+40.0895349,-074.9667387
53232.0,2018.0,42101036302,+40.0973153,-074.9805151
73268.0,2018.0,42101036303,+40.1051833,-074.9702250
56042.0,2018.0,42101036400,+40.1127747,-074.9789137
48958.0,2018.0,42101036501,+40.1290877,-075.0120077
88512.0,2018.0,42101036502,+40.1235705,-074.9993521
122869.0,2018.0,42101036600,+39.9470272,-075.1404472
103566.0,2018.0,42101036700,+39.9607248,-075.1439885
32500.0,2018.0,42101036900,+39.9494281,-075.1957548
57177.0,2018.0,42101037200,+39.9129487,-075.1599379
81003.0,2018.0,42101037300,+39.9024981,-075.1879361
71956.0,2018.0,42101037500,+39.9840699,-075.2551922
62750.0,2018.0,42101037600,+39.9599009,-075.1551651
22879.0,2018.0,42101037700,+39.9824381,-075.1506932
55089.0,2018.0,42101037800,+39.9805802,-075.0956845
58555.0,2018.0,42101037900,+39.9910899,-075.0927158
43398.0,2018.0,42101038000,+40.0052279,-075.0807845
28819.0,2018.0,42101038100,+40.0189334,-075.0399564
31344.0,2018.0,42101038200,+39.9963741,-075.0973643
22375.0,2018.0,42101038300,+40.0108630,-075.1248984
81771.0,2018.0,42101038400,+40.0714163,-075.2332568
66731.0,2018.0,42101038500,+40.0757528,-075.2146234
129417.0,2018.0,42101038600,+40.0582762,-075.2110913
158500.0,2018.0,42101038700,+40.0833122,-075.2130770
75313.0,2018.0,42101038800,+40.0571595,-075.1982438
38442.0,2018.0,42101038900,+40.0543431,-075.1682764
29034.0,2018.0,42101039000,+40.0357300,-075.0938840
62000.0,2018.0,42101980000,+39.9880961,-075.1967773
104375.0,2018.0,42101980200,+40.0714709,-075.0443910
,,42101005000,+39.8898768,-075.1691412
,,42101980400,+39.8798897,-075.2337414
,,42101980100,+40.0509585,-075.2149160
,,42101980900,+39.9051799,-075.2174145
,,42101980700,+39.9104684,-075.1431656
,,42101980600,+39.9055378,-075.1707151
,,42101980800,+39.9714517,-075.2621770
,,42101980500,+40.0177581,-075.1441820
,,42101989100,+40.0377830,-075.0034085
,,42101980300,+40.0812065,-075.0106977
